28,YOR374W,8173_at,aldehyde dehydrogenase (NADP(+)) ALD4,ALD4,-3.29051428176141,-2.17517372392959,0.601788720268002,-3.61451394928255,0.000300911615347136,0.0239910419738119
17,YJR148W,10896_at,branched-chain-amino-acid transaminase BAT2,BAT2,-3.09245395157008,-1.32864510949498,0.253502658058746,-5.24114863200795,1.59580108296344E-07,0.000169495501901228
22,YLR438W,9885_at,ornithine-oxo-acid transaminase,CAR2,-2.66554827517988,-1.51649031075796,0.355741757475784,-4.26289655034716,2.01793953890189E-05,0.00516592521958883
2,YBR132C,7223_at,Agp2p,AGP2,-2.58868329267283,-1.31441800009116,0.371756699469406,-3.53569418376906,0.000406705214706483,0.0257492505827072
9,YHL021C,4541_at,Aim17p,AIM17,-2.52792737822396,-2.14322908453856,0.561470460365939,-3.81717158039215,0.000134990297040274,0.0180211227839429
16,YJR115W,10908_at,hypothetical protein,YJR115W,-2.51382446662383,-2.34413482426081,0.531139219922555,-4.41340939688582,1.01755313491137E-05,0.00379525049091478
25,YMR145C,9500_at,NADH-ubiquinone reductase (H(+)-translocating) NDE1,NDE1,-2.3851577326318,-1.42067269744876,0.350148599621395,-4.05734222265886,4.96343263220171E-05,0.00932601730489634
32,YPL113C,7867_at,glyoxylate reductase,YPL113C,-2.36840536733561,-1.62106715478359,0.427046638379372,-3.79599558712249,0.000147052113725366,0.0180211227839429
7,YGL259W,5252_at,Yps5p,YPS5,-2.17170109751615,-1.56728859332699,0.417753882747652,-3.75170323497323,0.000175637292043421,0.0195162221927034
5,YFR017C,5359_at,Igd1p,IGD1,-2.16835154667758,-1.65308495336296,0.449505394986502,-3.67756421124289,0.000235471810746839,0.0214678155885809
3,YBR297W,7070_at,transcription factor MAL33,MAL33,-2.1626664883669,-2.22502817641111,0.649798125653938,-3.42418374040692,0.000616649126484017,0.0326661257399721
19,YKR075C,10500_at,hypothetical protein,YKR075C,-1.95348542239271,-2.11687874947666,0.651814774766078,-3.24766917140895,0.0011635447190903,0.0492874194676524
31,YPL111W,7869_at,arginase,CAR1,-1.83561747625223,-1.35307392737201,0.293642208418647,-4.60789998365263,4.06756223312986E-06,0.00203551441596959
4,YCL040W,6937_at,glucokinase,GLK1,-1.73498465828341,-1.24139751987104,0.372146634876585,-3.33577521205512,0.000850619128495159,0.0403906889401572
26,YNL055C,8932_at,porin POR1,POR1,-1.72669135733849,-1.13187688405063,0.245513415682078,-4.61024453961539,4.0219559126255E-06,0.00203551441596959
